departed,travel_time
1.0,50.0
14.0,44.0
27.0,46.0
39.0,136.0
52.0,124.0
64.0,115.0
115.0,79.0
127.0,69.0
90.0,107.0
102.0,96.0
140.0,58.0
77.0,122.0
153.0,51.0
165.0,63.0
178.0,54.0
203.0,49.0
190.0,75.0
228.0,127.0
253.0,103.0
215.0,145.0
241.0,120.0
266.0,103.0
278.0,94.0
291.0,81.0
329.0,43.0
304.0,72.0
316.0,65.0
341.0,45.0
354.0,48.0
367.0,47.0
379.0,41.0
404.0,62.0
417.0,49.0
392.0,77.0
455.0,142.0
467.0,132.0
429.0,171.0
442.0,158.0
480.0,123.0
492.0,112.0
505.0,100.0
518.0,89.0
543.0,66.0
555.0,56.0
530.0,85.0
568.0,52.0
581.0,42.0
593.0,119.0
606.0,111.0
618.0,102.0
631.0,98.0
643.0,117.0
656.0,106.0
669.0,94.0
694.0,72.0
719.0,47.0
681.0,89.0
706.0,69.0
732.0,49.0
744.0,48.0
757.0,43.0
769.0,45.0
782.0,74.0
794.0,64.0
807.0,52.0
820.0,49.0
832.0,46.0
870.0,102.0
845.0,130.0
883.0,94.0
895.0,82.0
857.0,121.0
908.0,83.0
920.0,73.0
933.0,63.0
946.0,51.0
958.0,49.0
971.0,50.0
996.0,43.0
983.0,59.0
1008.0,53.0
1021.0,51.0
1071.0,103.0
1059.0,116.0
1034.0,144.0
1084.0,94.0
1097.0,85.0
1109.0,75.0
1046.0,139.0
1122.0,65.0
1134.0,75.0
1147.0,64.0
1160.0,55.0
1172.0,43.0
1185.0,48.0
1197.0,53.0
1210.0,50.0
1235.0,105.0
1222.0,119.0
1273.0,69.0
1298.0,47.0
1248.0,100.0
1285.0,63.0
1260.0,90.0
1311.0,44.0
1323.0,42.0
1336.0,45.0
1386.0,103.0
1348.0,143.0
1399.0,92.0
1361.0,131.0
1411.0,85.0
1373.0,124.0
1424.0,77.0
1462.0,41.0
1449.0,58.0
1436.0,72.0
1474.0,51.0
1487.0,44.0
1499.0,45.0
1562.0,56.0
1512.0,108.0
1525.0,98.0
1550.0,74.0
1537.0,88.0
1575.0,53.0
1587.0,46.0
1600.0,54.0
1613.0,44.0
1638.0,133.0
1625.0,149.0
1663.0,112.0
1676.0,99.0
1688.0,90.0
1650.0,129.0
1713.0,67.0
1701.0,81.0
1739.0,57.0
1726.0,79.0
1751.0,54.0
1764.0,44.0
1789.0,96.0
1814.0,74.0
1776.0,114.0
1801.0,91.0
1839.0,74.0
1827.0,89.0
1852.0,70.0
1890.0,46.0
1864.0,106.0
1877.0,97.0
1915.0,101.0
1902.0,115.0
1927.0,94.0
1965.0,57.0
1978.0,47.0
1952.0,74.0
1940.0,87.0
1990.0,45.0
2003.0,44.0
2015.0,40.0
2041.0,63.0
2053.0,54.0
2028.0,82.0
2066.0,47.0
2078.0,47.0
2091.0,116.0
2104.0,104.0
2129.0,79.0
2116.0,94.0
2154.0,56.0
2166.0,45.0
2141.0,77.0
2179.0,41.0
2192.0,45.0
2204.0,59.0
2229.0,133.0
2242.0,121.0
2255.0,110.0
2217.0,149.0
2267.0,99.0
2280.0,89.0
2292.0,77.0
2318.0,71.0
2330.0,68.0
2343.0,55.0
2355.0,48.0
2305.0,106.0
2380.0,96.0
2393.0,83.0
2368.0,109.0
2431.0,57.0
2406.0,83.0
2418.0,72.0
2443.0,52.0
2469.0,47.0
2481.0,111.0
2531.0,63.0
2494.0,102.0
2544.0,54.0
2506.0,93.0
2519.0,82.0
2557.0,46.0
2569.0,45.0
2582.0,47.0
2594.0,48.0
2456.0,215.0
2632.0,86.0
2620.0,99.0
2657.0,63.0
2645.0,77.0
2607.0,118.0
2683.0,45.0
2670.0,60.0
2708.0,63.0
2695.0,78.0
2720.0,60.0
2758.0,95.0
2733.0,125.0
2745.0,113.0
2771.0,89.0
2783.0,77.0
2796.0,69.0
2808.0,59.0
2821.0,48.0
2834.0,45.0
2846.0,56.0
2859.0,43.0
2871.0,44.0
2884.0,78.0
2897.0,65.0
2922.0,43.0
2909.0,59.0
2947.0,100.0
2972.0,75.0
2934.0,115.0
2959.0,91.0
2997.0,61.0
2985.0,77.0
3022.0,40.0
3010.0,63.0
3035.0,43.0
3048.0,57.0
3060.0,49.0
3073.0,79.0
3098.0,59.0
3110.0,50.0
3085.0,85.0
3136.0,99.0
3148.0,88.0
3123.0,115.0
3173.0,76.0
3199.0,53.0
3186.0,69.0
3211.0,46.0
3161.0,101.0
3224.0,45.0
3249.0,101.0
3236.0,118.0
3287.0,68.0
3274.0,82.0
3299.0,58.0
3262.0,96.0
3312.0,46.0
3324.0,46.0
3337.0,48.0
3350.0,114.0
3362.0,106.0
3387.0,83.0
3400.0,73.0
3413.0,60.0
3375.0,99.0
3425.0,51.0
3438.0,49.0
3450.0,81.0
3488.0,45.0
3463.0,71.0
3476.0,63.0
3501.0,45.0
3513.0,55.0
3526.0,45.0
3538.0,46.0
3551.0,110.0
3564.0,98.0
3601.0,63.0
3576.0,90.0
3589.0,77.0
3601.0,68.0
3616.0,56.0
3631.0,43.0
3645.0,49.0
3675.0,57.0
3660.0,75.0
3689.0,49.0
3704.0,45.0
3719.0,56.0
3748.0,115.0
3733.0,132.0
3792.0,73.0
3762.0,106.0
3806.0,62.0
3777.0,95.0
3821.0,53.0
3836.0,46.0
3850.0,55.0
3880.0,68.0
3865.0,88.0
3894.0,61.0
3909.0,49.0
3923.0,59.0
3953.0,104.0
3938.0,121.0
3982.0,78.0
4011.0,49.0
3997.0,67.0
3967.0,98.0
4026.0,42.0
4041.0,50.0
4055.0,48.0
4070.0,80.0
4084.0,68.0
4099.0,54.0
4114.0,49.0
4128.0,122.0
4143.0,108.0
4172.0,79.0
4158.0,95.0
4201.0,58.0
4216.0,49.0
4187.0,80.0
4231.0,43.0
4245.0,46.0
4260.0,46.0
4275.0,42.0
4289.0,51.0
4304.0,136.0
4319.0,123.0
4348.0,94.0
4362.0,81.0
4333.0,114.0
4377.0,70.0
4392.0,57.0
4406.0,49.0
4421.0,78.0
4436.0,66.0
4450.0,53.0
4509.0,71.0
4480.0,102.0
4465.0,120.0
4494.0,95.0
4538.0,69.0
4567.0,44.0
4523.0,90.0
4553.0,63.0
4582.0,46.0
4597.0,52.0
4626.0,100.0
4684.0,44.0
4641.0,89.0
4611.0,120.0
4655.0,77.0
4670.0,65.0
4699.0,52.0
4714.0,80.0
4728.0,67.0
4758.0,39.0
4743.0,67.0
4772.0,47.0
4787.0,51.0
4801.0,115.0
4816.0,100.0
4831.0,89.0
4860.0,63.0
4845.0,80.0
4875.0,50.0
4889.0,47.0
4904.0,43.0
4933.0,121.0
4919.0,136.0
4962.0,95.0
4948.0,111.0
4992.0,69.0
5006.0,57.0
4977.0,89.0
5021.0,52.0
5036.0,84.0
5050.0,71.0
5065.0,58.0
5080.0,47.0
5094.0,43.0
5109.0,43.0
5123.0,47.0
5138.0,106.0
5153.0,96.0
5167.0,83.0
5197.0,53.0
5182.0,70.0
5211.0,46.0
5226.0,53.0
5241.0,41.0
5270.0,57.0
5284.0,50.0
5255.0,82.0
5299.0,46.0
5314.0,48.0
5328.0,110.0
5372.0,66.0
5343.0,97.0
5358.0,83.0
5387.0,60.0
5401.0,57.0
5416.0,48.0
5431.0,43.0
5445.0,51.0
5460.0,46.0
5475.0,44.0
5489.0,50.0
5577.0,62.0
5519.0,122.0
5504.0,139.0
5592.0,51.0
5533.0,112.0
5548.0,97.0
5562.0,85.0
5606.0,42.0
5621.0,91.0
5650.0,64.0
5636.0,79.0
5665.0,51.0
5680.0,47.0
5694.0,53.0
5709.0,44.0
5738.0,89.0
5767.0,60.0
5723.0,105.0
5782.0,47.0
5753.0,80.0
5797.0,47.0
5811.0,85.0
5826.0,70.0
5841.0,57.0
5899.0,72.0
5855.0,119.0
5870.0,104.0
5884.0,95.0
5914.0,99.0
5958.0,60.0
5928.0,91.0
5972.0,52.0
5943.0,83.0
5987.0,44.0
6001.0,46.0
6045.0,73.0
6060.0,60.0
6016.0,105.0
6031.0,94.0
6075.0,52.0
6089.0,44.0
6104.0,59.0
6133.0,56.0
6119.0,76.0
6148.0,47.0
6162.0,46.0
6177.0,45.0
6206.0,94.0
6192.0,111.0
6236.0,68.0
6250.0,55.0
6221.0,86.0
6265.0,51.0
6280.0,76.0
6294.0,65.0
6309.0,50.0
6323.0,48.0
6338.0,47.0
6353.0,51.0
6367.0,45.0
6382.0,109.0
6397.0,96.0
6411.0,84.0
6440.0,57.0
6426.0,74.0
6455.0,53.0
6470.0,47.0
6484.0,47.0
6514.0,66.0
6499.0,82.0
6528.0,59.0
6543.0,46.0
6572.0,96.0
6587.0,81.0
6558.0,113.0
6616.0,61.0
6601.0,80.0
6631.0,56.0
6645.0,44.0
6660.0,42.0
6675.0,43.0
6733.0,70.0
6748.0,57.0
6689.0,120.0
6704.0,107.0
6719.0,92.0
6762.0,60.0
6777.0,49.0
6806.0,67.0
6821.0,56.0
6865.0,86.0
6836.0,118.0
6880.0,75.0
6792.0,164.0
6850.0,108.0
6894.0,74.0
6909.0,66.0
6923.0,60.0
6938.0,45.0
6953.0,47.0
6967.0,45.0
6997.0,67.0
6982.0,158.0
7040.0,101.0
7084.0,57.0
7011.0,132.0
7055.0,89.0
7026.0,119.0
7070.0,77.0
7114.0,63.0
7099.0,81.0
7128.0,56.0
7143.0,115.0
7172.0,86.0
7158.0,105.0
7201.0,68.0
